polarity;tweet
0;wtrevisan felipe melo o culpado claro que sim #bra tem que ser mais que futebol
0;mauriciow brasil não tenha vergonha de bater a mäo no peito e dizer com todo orgulho felipe melo um filho da puta
0;edpedroso ok podem cruxificar o dunga agora só não esqueçam de colocar o julio cesar na cruz da direita e o felipe melo na da esquerda
0;fspike isso q dar ter mulambo na seleção a coisa ruim fica la impregnada felipe melo o diga o novo zico #worldcup #bra
0;gabrieldicunto parabens dunga \o/ felipe melo joga 10
0;kiko_artico porra to pasmo véio julio cesar falho
0;guiocks vai pra merda felipe melo fdp dunga burro
0;thg_m culpados mick jagger felipe melo dunga jabulani vuvuzelas dunga burro vai toma no cú
0;leeeo dunga burro felipe melo idiota galvão rouco e eu volto pro trabalho hj e terça à tarde
0;manuelmmartinez creo que s alguien de brasil melo jodieron pa su casa
0;guirossal e agora dunga quem tava errado a imprensa os torcedores ou você seu imbecil só você acha que o felipe melo jogador burro
0;marc94rc @suyan_suy dunga muito burro mesmo so que o felipe melo pior
0;msmosso fim do sonho e início da caça aos culpados o dunga errou na convocação mas o felipe melo também foi decisivo na eliminação #dungaburro
0;gabriiela31 rt @rickytavaresvlw dunga burro isso ai espertao leva o felipe melo na proxima
0;the_real_rod dunga burro felipe melo pior jogador da italia
0;juudelmonde rt @rickytavaresvlw dunga burro isso ai espertao leva o felipe melo na proxima
0;rafaelopesbr o felipe melo acabou com a nossa copa ele acabou com nosso hexa #bra #dungafdp #worldcup
0;akirasaito alguém aí não sabia que o felipe melo iria ser expulso talvez só o dunga
0;thiagotpc depende o felipe melo vota em quem rs rt @peidomentalqual será o impacto da eliminação do brasil nas eleições presidenciais
0;danitwitte ronaldo ja avisou pro felipe melo não passar as férias no brasil mas ele deveria vir sim e ficar tipo no sítio do bruno
0;sergiomarcio2 o dunga e o felipe melo vão ser malhados com força agora vai dar até pena
0;edelmo não querer pisar mas o brasil não ganhou pq o felipe melo jogou única coisa que fez na copa foi o passe pro robinho no 1º gol nada mais
0;patbenete vai dunga enfia o felipe melo no seu rabo junto com a sua arrogância #porradunga
0;scgadelha se fosse o goleiro bruno ali no gol do #bra o felipe melo já estava morto na hora que subiu pra cabecear contra a própria seleção oh wait
0;felipeferrarir @kibeloco aqui tem um bando de louco para o felipe melo chegar no brasil
0;erikacanova valeu selecao so to irritada c o felipe melo babaca vamos beber p afogar as magoas
0;mamacamargo bom o felipe melo e o dunga trocarem as passagens de volta p brasil por passagens pro afeganistão e nunca mais voltar pra cá #dungaburro
0;garcia_aline velho agr td mundo xinga o dunga até a morte mas a culpa maior foi do felipe melo puta cara grosso do car @
0;isabelacris vou chingar mt o dunga e o felipe melo no twitter _l_
0;andrebmeneses rt @asteroidbarrt @macmasifelipe melo o único jogador que você encontra no fifa 2010 no winning eleven e no mortal kombat
0;_roberto__ rt @rickytavaresvlw dunga burro isso ai espertao leva o felipe melo na proxima
0;isiseisis agora eu odeio o felipe melo e o dunga
0;brunodaniel87 felipe melo muito marginal mas o pior o dunga que o convocou e escalou em campo
0;marcelupaixao o dunga bancou o felipe melo e a ausência de ronaldinho gaúcho ganso e adriano a responsabilidade dele fracassado
0;vdicunto ahahah rt @apgiorgifelipe melo o único jogador que você encontra no fifa 2010 no winning eleven e no mortal kombat via @paulinhaz
0;aysghaysa melo abis nih sama dunga
0;susannechagas rt @eduardosuritakaka lixo dunga filho da puta felipe melo filho da puta michel bastos lixo time lixo
0;eduumafra felipe melo sempre esteve ruim nos jogos do brasil dunga não quis se tocar desse fato deu o que deu
0;lfernandocouto felipe melo foda consegue fazer quase 200 milhões chorarem ao mesmo tempo #felipemelofacts #bra
0;joaoalan já estava escrito antes da copa começar felipe melo expulso e brasil sem jogadores a altura da seleção pra entrar em campo
0;hussanii felipe melo ate que enfim apareceu no jogo fez gol contra e foi expulso valeu #fdp #fail #bra
0;luucas___urso kkkkkkkkkkkkkkkkkkk dunga + felipe melo
0;lisboarossi entendeu agora dunga porque a gente falou que o felipe melo ia cagar a porra toda
0;primozoni vai pra casa brasil felipe melo filho da puta
0;claudiiamarquez felipe melo não deve passar as férias no brasil
0;guilhermetbm vai toma no dunga seu fdp felipe melo vai pro inferno
0;isiseisis agora eu odeio o felipe melo e o dunga
0;guilherme_messi dunga merecia ser crucificado junto com felipe melo e maradona nem curto ele apesar de torcer pra argentina
0;danivelloso valeu dunga vimos a seleção br no 1• tempo jogadas show valeu felipe melo por fazer o gol contra e deixar o time na mão
0;thaaycostta rt @eduardosuritakaka lixo dunga filho da puta felipe melo filho da puta michel bastos lixo time lixo
0;luizalourinho rt @eduardosuritakaka lixo dunga filho da puta felipe melo filho da puta michel bastos lixo time lixo
0;betinho_cuiaba felipe melo muleque e dunga burro
0;dannisilvareis dunga burro felipe melo fdp @
0;letz81 felipe melo o novo dunga 90 s piorado #bra
0;bruno_failli mick jagger fdp felipe melo fdp dunga burro
0;helenacastrosz dunga burro felipe melo vsf @
0;_mylifebieber rt @eduardosuritakaka lixo dunga filho da puta felipe melo filho da puta michel bastos lixo time lixo
0;packatha felipe melo o cara participou do primeiro gol fez outro contra deixou a holanda fazer o segundo e no grande ato final foi expulso
0;utwari a real que o brasil não vinha emplacando um futebol consistente felipe melo nunca foi jogador de seleção uma pena
0;fabriciotvieira rt @patricia_gomesquem quer combinar um apedrejamento no felipe melo quando ele chegar no #bra dá rt
0;andrei033 sim como como ronaldo dissefelipe melo não deve passar as férias aqui no brasil
0;natalia_t_reis rt @borbso repórter da globo deve tar se coçando pra perguntar algum problema aí pro dunga cagão de merda tchau felipe melo se
0;marianabelem o pior não a tristeza por sair da copa e sim a raiva da ignorância do bosta do felipe melo e da arrogância do dunga que o levou #pqp
0;brunaferreira3 felipe melo podia ter feito mais pelo brasil ta loco l
0;chiinainbox culpar o felipe melo nem tanto se não fosse o passe dele não teria saído o gol mas dunga se fuder aprende a mudar o time na hora certa
0;kduramos toma no cú dunga filho da puta felipe melo nunca foi jogador de seleção dunga não levo jogador de talento só volante filha da puta
0;marlonbruce @98fc a culpa do #bra ter saído da copa do ramirez que tomou o segundo amarelo e deixou #felipe melo jogar cruzeirense só faz merda
0;brunoramires2 uma coisa fato felipe melo foi essencial pra essa derrota do brasil ¬¬
0;jaaca chama felipe melo julio baptista josué e deixa ronaldinho ganso neymar se fudeu dunga burro
0;isabela_pedroso dunga burro filipe melo n teve culpa de nada ngm lembra que ele deu o passa p robinho né pqp #hexa2014
0;diogobenica o que o dunga vai fazer se o felipe melo burro
0;tabuleiroba cala a boca datena que dunga escalou felipe melo por nao ter opção e tiago mota o que acabou dunga burro
0;annacarolfelix felipe melo o único jogador que você encontra no fifa 2010 no winning eleven e no mortal kombat
0;ravalhahenrique dunga burro michel bastos burro felipe melo burro julio cesar mtmtmt burro
0;lostdogvictor dunga o burro felipe melo seu carrapato dunga burro
0;rispeventos dunga cuzao felipe melo fdp #dungaburro
0;santobrunoloves cala boca galvão fellipe melo e dunga burro seleção de filhos da puta com o jogo na mão e deixaram virar
0;_thaiislopes rt @eduardosuritakaka lixo dunga filho da puta felipe melo filho da puta michel bastos lixo time lixo
0;alexflyer dunga erra na escalação felipe melo erra na atuação e assim já era o hexa da seleção #dungaburro
0;lucasdms o engraçado ver os comentaristas falando merda perdeu perdeu dunga burro e felipe melo um merda
0;dfeltrin já ta o brasil inteiro de porrete na mão esperando o dunga e o felipe melo descer do avião
0;larissamatias dunga filho da puta felipe melo eh o cão
0;robertarow paunocuh do dunga do felipe melo e de todo mundo que torceu contra ok eu nao tenho espirito esportivo vontade de sair dando soco em tds
0;babozeiras felipe melo na verdade era o ivo holanda disfarçadoo #pegadinha
0;fanydumas dunga e felipe melo do brasil mandaram a seleção para a puta q pariu
0;brayan_avila rt @lareeefodase o brasil pior que puta depois que faz um gol só abre as pernas o felipe melo já era algo que todos sabiam que i
0;rafaelopesbr só quem ama futebol entende o que passa na cabeça e no coração do torcedor brasileiro nesse momento felipe melo filhodaputa #bra
0;lolomagnabosco tô com dó do julio cesar e acho qe o felipe melo nem o dunga tem culpa disso foi o nervosismo
0;mah_nana rt @deinhalamegoo que faz alguém convocar um cara que foi eleito 5 vezes o pior jogador tai ai dunga o presente de felipe melo pra
0;mbatalha um momento de desabafofelipe melo vai tomar no cu seu irresponsável do caralho e dunga vc tb tem sua parte de culpa nisso
0;rebecasantini rt @eduardosuritakaka lixo dunga filho da puta felipe melo filho da puta michel bastos lixo time lixo
0;tucoou só digo uma coisa o felipe melo fez aquilo que o brasil inteiro o jogo todo tá doido pra fazer robben fdp ele não um jogador um ator
0;d_agostinho dunga burroooo + felipe melo incompetente
0;jugranata quero ver o dunga e o felipe melo na coletiva briga agora com o escobar e o pvc #dungaburropracaralho
0;patakeiro felipe melo was the best player in #ned an owngoal + a redcard
0;_dandra kaká não jogou felipe melo foi burro mick jagger secou a seleção e dunga o que o dunga fez nesse jogo
0;lucasdms o engraçado ver os comentaristas falando merda perdeu perdeu dunga burro e felipe melo um merda
0;luisguilherme @alexnero tinha sim felipe melo foi o símbolo dessa derrota assim como o dunga em 90
0;deivson1 o brasil pediu ganso e neymar o brasil pediu q felipe melo saisse de campo o brasil pediu tanta coisa e #dunga e a coerência dele nada fez
0;lyziese felipe melo um merda espero que o dunga nao faça a mesma besteira de convocalo de novo
0;gabriel_f_p que porra foi essa meu dunga e felipe melo fdp @
0;re_alves avisou @claroronaldofelipe melo não deve passar férias no brasil http://bit ly/atuzgw
0;hrbraga felipe melo o terror do #bra na #copa de quem do #dunga com certeza
0;marcosoalheiro a defesa falhou felipe melo foi um asno e dunga no geral fez um bom trabalho e campeão do mundo cuidado com as críticas fáceis
0;samanthaalencar @leandroklb olha felipe melo e dunga pq ow duplinha viu o país todo viu q ele n tinha estrutura emocional pra isso e mesmo assim tava lá
0;brunofabiani felipe melo o cara parabéns dunga robben foda mesmo uahauhauhauhauh pau no rabo do robinho e força pra eles o caralho
0;die_barcellos dunga fdp de merda tirar atacante nessa hora daniel alves seu merda felipe melo vai tomar no seu buraco de cagar
0;mpenimpedo nao da pra ganhar sempre agora fácil criticar dunga felipe melo e cia ser pedra fácil difícil ser vidraça #bra
0;rhodions @fnasc bom mesmo o salário do dunga e do felipe melo tá garantido huahuha
0;lf_coelho chupaaa dunga vai dizer q a culpa foi da imprensa agora felipe melo nervosinho e kaka badboy seleção fail
0;marrabarros não deixem o felipe melo voltar pro #brasil
0;ledorado felipe melo conseguiu se destacar na copa se recuperou só pra entrar e foder o brasil
0;giggiooo felipe melo todo mundo sabia q vc ia fazer essa cagada dunga seu burro
0;mandyrondini rt @rickytavaresvlw dunga burro isso ai espertao leva o felipe melo na proxima
0;natsuoslater rt @jugranata quero ver o dunga e o felipe melo na coletiva briga agora com o escobar e o pvc #dungaburropracaralho
0;fhgarcia mick jagger pé frio felipe melo ignorante dunga burro dale paraguay
0;glaubergahyva felipe melo um marginal o pior que todo mundo avisou e o dunga sabia
0;beehdian rt @_matheusgimenezdunga um burro lazerento e felipe melo outro manè
0;fcdado_ateofim rt @rickytavaresvlw dunga burro isso ai espertao leva o felipe melo na proxima
0;joaocapelari brasil fail dunga fail felipe melo vou te caçar até a morte seu filho da puta
0;patyfelizdavida felipe melo parabéns gol contra e ainda expulso e o dunga só olha
0;mikkalmeida dunga burro dunga burro dunga burro felipe melo prego
0;claucorreia twitter baleiando brasil perdeu felipe melo um super idiota o que mais rs
0;usantoscs amadores construíram a arca de noé e profissionais o titanic inacreditável mais não deu vlw dunga felipe melo a vergonha do #bra
0;dudacporto rt @eduardosuritakaka lixo dunga filho da puta felipe melo filho da puta michel bastos lixo time lixo
0;mandy_yy falo e repito dunga e felipe melo duas antas ignorantes tomara que morram #simsimsimsimsim
0;carlaofreitas #eujasabia antes da copa q esse bosta do f melo iria fazer merda valeu golerao time com cara d dunga #bra
0;leoazzali claro que todos os jogadores têm culpa afinal um time no entanto o dunga e o felipe melo prejudicaram muito
0;rpriolo vai brasil e agora eu vi um tweet do @guperes falando que o felipe melo tava jogando bem zicou hahahahahah
0;leobazeggio dunga #cagãodemerda não levou alternativas e morreu com o felipe melo abraço fora de campo
0;__niniii o dunga não pode voltar tão cedo pro brasil e pode largar esse merda de felipe melo por ae
0;guuhamaral felipe melo foi o jogador fifa da partida
0;rogerioluizns saibam de uma coisa o felipe melo não tem culpa de ser ruim a culpa de quem comvoca dunga filho da put%$#*
0;naty_amorelli rt @eduardosuritakaka lixo dunga filho da puta felipe melo filho da puta michel bastos lixo time lixo
0;"mariaeduardamir juiz ladrão; dunga burro; felipe melo fdp; kaká não fez nenhum gol; brasil não tá na final;enfim vou ter que apelar de novo daqui a 4 anos"
1;jovanil eu sou brasileiro nos somos brasileiros e estamos com felipe melo e dunga
0;marcosblog dunga não gosta de craque preferiu felipe melo do que ganso deixou ronaldo gaúcho técnico burro
0;fnd04 rt @giggiooofelipe melo todo mundo sabia q vc ia fazer essa cagada dunga seu burro
0;isayoliveira mas sinceramente a culpa não foi do dunga e sim do burro do felipe melo
0;hsneto enfia a vuvuzela no cu felipe melo e enfia o felipe melo no cu dunga
0;dill_x rt @eduardosuritakaka lixo dunga filho da puta felipe melo filho da puta michel bastos lixo time lixo
0;gabi_vrw o dunga burrofalou que ñ queria jogadores com talento e sim experiência idiota o felipe melo um idiota e um viado
0;ulissesbelem alguem tinha dúvidas que o felipe melo seria expulso nessa copa acho que so o dunga não sabia #dungaburro
